# id	file_path	transparent_color_r	g	b
[TEXTURES]
10	textures\switch-map.png	10	10	10
20	textures\hud.png	255	0	255
30	textures\blackBackground.png	10	10	10
40	textures\MarioRight.png	252	188	176
50	textures\blackBackground.png	0	0	0


# id	left	top	right	bottom	texture_id
[SPRITES]
 
# Background
10001	0	0	256	179	10


#Hub
20001	3	3	155	31	20
20002	3	33	11	40	20
20003	163	3	235	31	20

#Hub-backgroundblack
30001	10	10	600	70	30

#Mario
40001	69	48	85	69	40
40002	87	48	103	69	40

#Brick transparent
50001	0	0	0	0	50


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========


#Background
10001	10001	100


#hud
20001	20001	100
20002	20002	100
20003	20003	100

#background-black
30001	30001	100

#Mario
40001	40001	100	40002	100

#Brick transparent
50001	50001	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
#Background
10001	10001

#Hub
20001	20001
#Hub-speedfly-enable
20002	20002
#Hud-status
20003	20003

#Black-background
30001	30001

#Mario
40001	40001

#Brick transparent
50001	50001

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Ground , 1 = Brick, 2 = Goomba, 3 = Koopa,4= Mario Fire, 5 = Box 
#	7 = hudBackground, 8=hudSpeed, 9 = BackgroundMotion, 10 = BackgroundMotionTile
#	11 = BGLogoBlack, 12=BGLogoColor, 13 = BgNumber, 14= BgArrow, 15= MarioSwitchMap
# type: -1 = Background, -2 = Mario,

#background-black-hud
-1	0	170	30001
-1	0	0	30001
-1	0	50	30001
-1	0	100	30001
-1	0	150	30001
-1	0	200	30001


#Hud
-1	35	185	20001
#Hud-speed-status
-1	195	185	20003

#Background
-1	25	0	10001

#Brick transparent
1	25	20	50001
1	45	20	50001
1	67	20	50001

1	25	57	50001
1	45	57	50001
1	67	57	50001
1	87	57	50001

1	72	77	50001
1	72	100	50001
1	72	120	50001
1	72	140	50001

1	100	25	50001
1	125	25	50001
1	145	25	50001
1	165	25	50001
1	185	25	50001
1	205	25	50001
1	210	25	50001

1	245	5	50001
1	245	15	50001
1	245	30	50001
1	245	50	50001
1	245	70	50001
1	245	90	50001
1	245	110	50001
1	245	130	50001
1	245	150	50001

1	225	62	50001
1	205	62	50001
1	185	62	50001
1	175	62	50001
1	175	80	50001

1	141	45	50001
1	141	57	50001
1	125	57	50001
1	105	57	50001

1	147	96	50001
1	127	96	50001
1	110	96	50001
1	105	96	50001

1	105	110	50001
1	105	125	50001
1	105	128	50001
1	125	128	50001
1	137	128	50001

1	171	132	50001
1	171	140	50001
1	185	132	50001
1	205	132	50001
1	225	132	50001
1	245	132	50001

1	171	96	50001
1	185	96	50001
1	205	96	50001
1	225	96	50001
1	245	96	50001

1	10	37	50001
#Mario
15	48	37	40001



